CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
713,Germany,Female,82,7,104175.45671137856,0,1,0,16140.868068314463,0
536,France,Female,37,1,-8161.944831020366,2,0,0,200288.44255658484,1
744,Spain,Female,40,1,97690.52251474987,2,1,1,107397.03545131464,0
640,France,Female,70,2,10251.895952011257,1,1,1,87021.6263257217,1
642,France,Female,68,6,81562.91041969936,0,1,0,172682.88781836157,0
498,Spain,Male,26,4,110893.05275580079,2,1,1,52239.85131548809,0
779,France,Female,44,1,182111.92335822887,2,0,0,179999.57558998,0
696,France,Male,53,4,13228.369479369234,0,0,0,104350.30977197265,0
608,Germany,Male,50,4,133529.68944703144,2,0,0,105634.23605325996,0
864,Spain,Female,59,8,120752.03295581091,1,1,1,210699.28608230356,0
737,Spain,Male,40,11,-1791.055706029425,0,1,0,44476.842230382696,0
811,France,Female,36,10,77524.85406851774,2,0,0,134506.61245219046,0
637,Germany,Male,35,7,135458.17548381156,0,0,0,143004.14724436536,0
590,Germany,Male,30,6,139580.32589238297,1,0,1,227044.2231284291,0
626,France,Male,48,2,151612.08281222486,1,0,1,2514.8604877598264,0
698,France,Male,28,8,-170.86867713899943,1,1,0,76332.64349848106,0
651,France,Male,28,8,-7109.318716926695,0,1,0,7090.029814328926,0
647,France,Female,41,8,120243.66027589758,1,0,1,125863.75549418275,0
733,Spain,Female,53,9,78682.53093603379,0,1,1,-8691.73462188918,1
662,Germany,Male,40,6,123098.27754302096,0,0,1,192473.7738503985,0
754,France,Female,33,10,2483.4341645161253,2,1,0,108700.3712227971,0
698,France,Male,63,4,134211.07620917656,1,1,1,126118.44813462126,0
640,France,Male,39,5,153607.94406959956,0,1,1,161856.37027956278,0
680,Spain,Male,35,4,190946.77041897393,2,0,0,233664.8439643259,0
753,Germany,Female,35,5,80428.89374899279,2,1,0,56172.4136417424,0
621,France,Female,17,2,3611.291636801313,1,0,0,129112.55355797122,0
561,France,Male,22,4,-1228.4148428816468,0,1,0,199293.4343836705,0
568,France,Female,49,9,109155.31530352127,1,1,0,144963.209094928,0
757,Spain,Male,41,9,119666.19268604151,2,1,0,136062.22404426837,0
537,France,Female,31,11,111864.58869148907,1,0,1,217076.10631784142,0
591,Germany,Male,23,7,52714.658704351576,1,1,0,8399.116740528563,0
588,France,Female,33,11,8250.766777926565,2,0,0,165336.178816688,0
897,France,Male,34,6,-5794.292975264795,1,0,0,190230.67289489447,0
593,Germany,Male,39,7,195527.25271871977,2,1,0,-16097.392629448917,1
570,France,Female,38,10,142383.95095388044,0,0,0,189100.30684053054,0
666,Germany,Male,35,5,159960.8667666405,2,1,0,175709.49482624317,0
756,France,Male,47,10,46105.89109086573,0,0,1,116487.0707686637,0
688,Germany,Male,45,10,-9277.074296869234,0,1,1,192430.70867152064,0
630,Spain,Female,26,3,5108.514898993113,1,0,0,97242.63791718712,0
637,Spain,Female,32,8,52720.68311660616,0,0,0,28630.934193509594,0
677,France,Male,23,8,96781.8703287798,1,0,1,106799.30331626214,0
775,Germany,Male,22,7,132152.67989390646,2,1,0,190646.7784139888,0
665,Germany,Male,35,1,6084.522185554975,2,1,0,140450.879323299,0
638,France,Female,35,7,96085.68129186892,0,0,0,124223.82064464409,0
744,Spain,Male,31,9,140116.36280136823,1,1,1,155507.3586831091,0
667,Spain,Male,22,9,110486.82250121616,1,1,0,153531.7034823835,0
688,France,Female,40,8,139750.19032135163,1,1,0,177606.63907025193,0
681,Spain,Male,40,5,129884.33266484764,1,0,1,56068.140867477065,0
670,Germany,Female,61,8,144486.5008264943,1,1,1,222910.93578697444,0
925,France,Male,43,8,49199.3383750301,0,0,0,22628.06661840518,0
803,Germany,Male,21,2,-5665.892178398636,1,1,0,209620.79918861963,0
623,Spain,Male,30,9,147902.8319794041,2,0,1,227951.66561482623,0
611,Spain,Male,17,3,3579.566526490268,0,0,0,155979.36198970687,0
760,France,Female,47,9,103443.76201783348,0,0,0,108898.25182038153,0
716,Germany,Male,30,1,1216.651360352027,0,1,1,173619.27464470468,0
735,Spain,Female,31,9,152954.51004649338,0,1,0,186329.92858342055,0
667,Germany,Male,47,4,-1159.1015714604077,0,0,0,10642.121993479654,0
770,Germany,Male,38,10,192377.63453053444,1,1,0,229165.21800817497,0
565,France,Male,30,2,127818.91368310344,1,0,0,166093.8073213471,0
680,France,Female,36,2,-10585.06981862839,1,0,0,83201.6863970286,0
747,France,Female,35,4,127353.82280050128,1,0,1,133635.78473228627,0
789,Germany,Male,34,8,117084.16873446575,1,0,0,168200.5363096571,0
726,France,Male,27,8,175770.844251527,0,0,0,158976.4419196194,0
766,France,Female,55,1,-1994.6467404609457,1,0,0,207657.32472960756,0
847,France,Male,58,7,116116.72652977901,0,0,1,92171.50668500492,0
741,Spain,Male,53,10,150.11956091962276,0,0,0,150038.4939838759,1
637,Spain,Female,22,2,164438.58063873457,0,1,0,24906.613080184958,0
792,Spain,Male,44,2,3702.7379679861947,1,0,0,102158.91456014586,1
649,Spain,Male,38,6,156186.1193922362,0,0,0,181153.4020367521,1
748,France,Male,24,2,-8661.835931360401,1,1,1,71044.66184932186,0
814,France,Female,52,3,81965.19465268274,1,1,0,134061.81510689398,0
547,Germany,Female,21,9,81703.09447608131,1,0,0,220179.53686351163,0
624,France,Male,38,4,121738.2912713825,0,0,0,51120.31540782982,0
569,France,Male,35,8,-620.6182162414871,0,1,0,158490.4208169122,0
376,France,Male,43,4,10965.161512411636,0,0,0,172920.89174202,0
809,France,Male,46,7,102861.62476669515,1,1,0,211581.70494075184,0
582,Germany,Male,35,6,266.5166577588964,1,0,0,148601.31075281725,0
626,Germany,Female,36,7,157195.9741292138,0,1,0,64414.38281138093,0
676,France,Male,37,1,4162.995038800695,1,1,1,132588.39335582257,0
682,France,Male,31,3,-4771.784045552985,0,0,0,117742.94543777466,0
832,Spain,Male,33,3,-2460.0584302985226,0,0,0,174072.98890544628,0
546,Spain,Male,27,3,1938.0093974387803,2,1,0,77712.9765196089,0
831,France,Male,27,10,77297.90755639301,1,1,0,138494.47899001386,0
667,Spain,Male,45,1,6485.601203006138,0,1,1,165615.51824742765,0
871,Germany,Male,32,6,97032.7927825911,1,1,0,34256.561509775085,0
710,Germany,Male,26,8,167683.69281715303,0,1,0,190878.63239495936,1
823,Germany,Female,59,3,-6697.29004285626,0,1,1,183650.2402011135,0
573,France,Female,22,0,10646.091095210175,1,1,0,199493.88920888392,0
630,Spain,Female,58,9,234.72129034665926,1,1,0,204881.46269723118,0
659,Germany,Male,45,8,9379.735288878885,0,0,0,82628.29300955009,0
883,Spain,Female,41,8,-9056.410072269582,0,1,0,204892.61998613732,0
761,Germany,Female,45,5,60270.17077602788,2,1,1,69531.94048867714,0
699,France,Male,33,8,114861.63985404473,2,0,1,132294.53966759783,0
519,Spain,Female,28,9,74500.89735007024,1,0,0,95094.94984903929,0
718,France,Male,34,7,-6677.064323466996,2,1,0,182120.30626291313,0
602,Germany,Male,28,7,100374.64445517209,2,0,0,170955.8998528198,1
674,Spain,Male,19,9,120989.34725580362,0,0,1,196272.9646869636,1
692,France,Male,49,7,125294.24922050152,2,1,1,180887.61189991827,0
440,Germany,Female,37,4,115938.17082838777,0,0,0,132609.81550642085,0
489,Spain,Female,28,9,123835.68273214188,0,0,1,16039.936079405854,0
601,France,Female,26,3,82110.61411326828,2,1,1,180435.82516092825,0
560,France,Male,46,9,102540.85796735054,2,0,1,187802.7749561554,0
655,France,Male,52,6,37476.77304733927,1,1,0,177383.03372112341,0
650,Spain,Male,29,2,122900.61572443682,0,0,0,99504.46539584393,0
591,Spain,Female,37,8,130696.1743967457,1,1,0,150985.2185605664,0
617,Spain,Male,27,7,-3742.500062713658,0,1,1,146278.87263236492,0
811,Spain,Male,31,8,81773.05126518768,1,1,1,25091.320694833412,1
826,Spain,Female,70,10,40315.527883860064,1,1,0,161382.12557561407,0
676,Germany,Male,67,7,92101.09303261705,2,1,1,25385.47555632564,0
699,Spain,Female,53,8,123891.00320801086,1,0,0,16109.319071428607,0
720,Spain,Male,47,8,104111.79766277998,2,1,0,62561.09504220094,0
699,France,Female,40,8,126091.50693210738,1,1,0,184375.9817615745,0
769,France,Male,40,7,139414.31736441766,1,0,0,154857.4349043072,0
714,Germany,Male,40,8,2214.99605899078,1,0,0,231261.1594901903,0
749,Germany,Male,46,9,-7444.435246755562,0,1,1,77745.57989671291,0
841,Germany,Male,58,0,131070.53731024938,2,0,1,79116.07676545726,0
459,France,Male,31,10,1348.5918144634982,0,1,0,34919.32162513648,1
700,France,Female,33,8,99271.9023145398,1,0,0,34481.73762532273,0
774,Germany,Female,29,2,5771.525112849159,0,1,0,158330.0956574577,0
573,Spain,Male,44,3,-10624.270439881298,0,0,1,35008.79058166994,0
773,Spain,Male,67,5,148275.73895667342,0,1,0,35655.0586442939,0
567,France,Male,34,4,12777.66114954531,0,0,0,39374.03999535666,1
614,Germany,Female,39,2,177266.50878953742,1,0,0,71427.74209584694,1
426,France,Female,36,4,98388.59496985251,1,1,1,121513.5398918848,0
609,Germany,Male,34,10,111672.04786013,2,0,0,91477.49570168408,0
748,France,Female,48,2,45928.942427520524,2,0,0,180020.7406611813,0
518,Germany,Male,49,5,83002.8017826233,1,1,1,81193.01009580703,0
427,Germany,Female,31,6,115084.22302109527,1,0,0,58704.6896532276,0
746,France,Female,44,8,71682.04738280486,1,1,0,70038.85266700547,0
806,Germany,Male,50,2,6918.698022069341,0,1,1,130276.5423344269,0
562,Germany,Female,35,10,162372.52929518616,2,0,0,74269.39106968926,0
867,France,Male,42,0,4877.729371680532,1,1,1,99699.82727840451,0
655,Spain,Male,38,4,49355.31560746109,1,0,0,72336.36588721554,0
685,France,Female,23,8,-11202.897376415252,0,0,0,363.48820308505674,0
646,France,Female,28,7,141940.93247430565,0,1,0,36865.87391581065,0
549,Germany,Female,30,9,87764.67657173832,0,0,0,71839.9922199134,0
467,Germany,Male,40,10,142619.20658597292,0,0,0,140450.16638860822,0
722,Spain,Male,37,4,-4303.0645687689075,1,0,1,99928.98366176747,1
627,Spain,Male,50,2,72234.49956712038,0,1,0,56862.51242100467,0
781,Germany,Male,30,0,11464.230200228576,1,1,0,99407.71308196556,0
749,France,Male,62,9,173926.05784714478,1,1,0,127215.04183774296,0
679,Spain,Female,45,7,1268.3568734651235,0,0,0,44248.07571672641,0
715,France,Male,39,1,141219.52080050472,1,1,0,18944.163639124657,0
683,France,Male,26,5,96766.88349818945,3,1,1,100415.12349448793,0
738,France,Male,23,1,109900.45426872504,1,1,0,169572.6367128123,1
600,Spain,Female,35,3,-10198.038732807456,2,1,1,92481.29307466524,0
805,Germany,Female,35,2,130961.00383366775,0,0,0,207002.31298089444,0
581,Spain,Female,30,7,137392.7348733022,1,1,1,119389.77356633631,0
679,Germany,Male,32,4,7264.926189387048,1,1,0,93647.93185481682,0
951,France,Female,50,1,79640.61771868306,1,1,0,112787.02168753788,0
794,Germany,Male,35,4,326.44862184177634,1,0,1,195514.6773126369,0
727,Germany,Female,76,3,125965.91040599902,0,0,0,83075.06805434899,0
765,France,Female,40,0,132692.70530649577,1,0,0,94662.71039385967,0
778,France,Male,31,5,106907.7303897097,1,1,1,159179.47324781597,0
740,Spain,Male,34,10,-8191.722418444022,0,0,0,181535.6771890289,0
559,Germany,Male,40,0,132705.29062406,2,0,0,130911.37579673463,0
794,Germany,Male,40,7,-2472.29830519547,1,1,0,70443.21505801048,0
633,Spain,Male,23,7,87573.78353395646,0,0,0,105877.54930193769,1
635,Germany,Male,34,2,140154.10064045197,0,0,0,26273.193805095383,0
677,France,Female,22,8,121460.10582836748,0,0,0,26413.53073175902,1
508,Spain,Female,29,5,123657.31529363358,0,0,0,96062.64088651352,0
734,Germany,Female,29,9,141032.1350456921,1,1,0,208526.2982787832,0
741,Germany,Female,40,3,-207.51778699183518,1,0,0,104806.90061246257,0
745,Spain,Male,26,9,138526.9267824155,1,1,1,176049.45940253857,0
783,France,Male,35,10,135392.71209844764,2,0,0,27778.292809734627,0
657,France,Male,31,7,114970.66794148246,2,0,0,63221.475655547154,0
884,France,Female,28,8,-1090.7289148184343,0,1,0,130706.45971279885,0
731,France,Male,40,4,104412.337055937,0,0,0,195324.60150917896,0
710,Germany,Female,32,9,117708.98363699594,2,1,0,180927.5624221994,0
752,Germany,Male,30,10,11541.394384201556,0,1,1,45579.8257973602,0
760,France,Female,42,4,1369.4919590273566,1,0,0,-16244.730963130827,0
418,Germany,Male,43,3,186027.56527745206,0,0,0,77786.2537435698,0
773,France,Female,22,4,89313.64831734527,0,0,0,43523.00319712155,0
465,Spain,Male,22,10,114246.5712015897,1,1,0,133555.08807017305,0
540,France,Female,25,8,7605.351188794643,1,0,0,197506.89607413753,1
701,Spain,Male,43,5,-9813.246610357382,1,0,1,178408.76913325174,0
560,Spain,Female,40,10,90200.49358338019,1,1,1,39514.64089440239,1
868,Spain,Male,29,1,182765.123730126,1,1,1,163175.85517358943,0
745,France,Male,29,3,10529.732544071916,1,0,1,186026.2866225413,0
781,France,Female,41,9,136459.2461953014,1,0,1,41586.729616141965,0
571,Germany,Female,30,4,96271.31244127432,1,0,0,161765.8674807935,0
536,France,Male,29,6,5462.940924373728,2,0,0,81948.52593215057,0
782,France,Male,50,5,179470.50496725945,0,1,1,68365.80712116552,0
666,France,Female,35,8,138958.8386357533,1,0,1,165926.05412800596,1
741,Spain,Female,44,2,170203.46952591138,2,1,1,37594.14543400597,0
465,Germany,Male,32,9,137612.36964541854,0,1,1,62510.934651632575,0
789,France,Female,35,6,5292.416345697288,1,1,0,10997.889212976661,0
537,France,Male,22,6,218473.33832442344,1,0,0,166267.60192546732,0
722,Spain,Female,61,8,210696.73389108857,1,1,0,157238.80024548116,0
667,France,Female,45,10,121567.05548336214,1,0,1,110853.3321795635,0
802,Germany,Male,31,10,-3650.933653046317,2,0,0,168378.79466916432,0
456,Spain,Male,37,1,150309.00054708862,0,1,0,191223.8714903628,0
508,France,Female,36,7,179800.22523522266,0,0,1,120268.34146634908,0
870,Spain,Male,17,4,11660.703613882752,0,0,1,-10239.084247951414,0
684,France,Female,52,8,126355.54195239583,1,1,0,94831.83270467441,0
760,Germany,Male,31,0,98288.93799302579,0,1,1,13599.718284098242,0
706,Spain,Female,61,3,91678.93581707057,0,1,0,28172.13392535319,0
544,Germany,Female,42,3,169105.53304545462,0,0,0,196995.98337560368,0
770,Germany,Female,32,5,105794.75359120089,1,0,0,81562.54687517756,0
875,Germany,Male,42,1,-6083.049829732872,2,0,1,44440.40913053871,0
691,Germany,Male,47,4,174275.37547534035,0,0,1,94699.69428673288,0
581,France,Female,29,6,110732.05917915354,0,0,1,149956.05806878,1
695,Germany,Female,48,9,8884.030674797097,1,0,0,172083.47725076057,0
737,Spain,Female,81,5,116741.7520767974,0,0,0,94204.39788744216,0
671,Spain,Female,29,10,499.54575105995025,2,1,1,30103.380773684952,0
802,France,Male,21,9,156732.8016541353,1,0,0,35269.2808106423,1
866,Germany,Female,28,7,8818.903107873153,0,1,0,190440.8603123174,0
544,Spain,Female,27,9,83832.66141324377,1,0,1,16919.92423460487,0
685,Germany,Female,46,6,123807.74840697166,0,0,1,-22028.245532661775,0
494,Spain,Female,56,4,158613.96542746385,0,0,0,151445.67118166081,0
683,Germany,Female,62,10,8897.633315388208,1,1,0,199512.11256812268,0
553,Spain,Male,47,8,6595.692532932283,0,1,1,152751.52726935397,0
582,France,Female,24,5,2262.799177776135,1,0,0,100957.1103028009,0
654,Germany,Female,28,8,152487.2013135252,1,0,1,76330.43746183487,0
639,Germany,Male,17,9,66601.60959140674,0,0,0,189007.2656405898,0
682,Germany,Male,29,8,109594.71955543084,0,0,0,84385.22934032914,0
652,Germany,Female,36,2,86881.28555465859,2,0,0,4954.210854074452,0
769,France,Female,36,9,112914.54460357202,0,0,0,92785.11944106684,0
571,France,Female,23,8,167142.38295734487,0,1,1,45398.326844047944,1
734,France,Female,27,3,-2875.721041985262,0,1,0,193992.15073405244,0
714,France,Male,21,4,-3467.9590621286256,0,1,0,68958.91104226597,0
635,Germany,Female,34,2,108828.01732139436,0,1,1,170625.6272676291,0
766,Germany,Female,63,9,169832.89296459357,0,1,0,104736.21302919004,0
580,France,Male,50,7,133492.16001094235,0,0,0,80899.44337302697,0
849,Spain,Female,39,11,-2693.77462307363,1,0,0,172060.26745277146,0
708,Spain,Female,33,5,-5531.626923563611,1,0,0,80432.76963535705,0
808,France,Male,29,11,2606.131702522033,1,0,0,54829.86729527761,0
532,France,Female,25,0,86721.14755740674,1,0,1,66892.52460568809,0
734,Germany,Female,31,6,101499.2440349199,2,0,0,189662.587845598,0
698,Germany,Male,47,0,131247.64803708091,2,1,1,100609.73625580108,0
651,Spain,Male,39,8,104597.65877536286,1,0,0,82756.63620941657,0
811,Germany,Female,22,3,9562.460341700216,1,0,0,79557.4015579105,0
623,Spain,Female,78,3,-4442.493511054071,0,1,1,116267.78031738086,0
641,France,Male,28,9,2028.369706307043,0,0,0,151091.21812120738,0
695,France,Male,22,1,-5877.604301967431,1,1,0,147651.9095943971,0
677,Spain,Male,30,9,85842.73750498435,1,0,0,212386.44168021405,0
628,Germany,Male,35,6,152035.98296788224,1,1,0,199097.86180265923,0
801,Spain,Male,66,6,59633.538306305156,2,1,1,199952.11844760014,0
623,Spain,Male,44,4,150440.56134670475,1,0,0,17837.38419027698,0
721,France,Female,24,4,163702.17627246777,1,0,0,99988.35947108566,0
705,Spain,Female,51,6,-1866.2209272442738,0,1,0,163252.601362945,0
656,Spain,Male,41,12,98040.21668686278,0,1,0,147427.55344572084,0
628,Germany,Female,32,2,122505.4708778052,1,1,0,25223.043544177097,0
769,France,Male,46,3,144441.74399016896,0,1,1,52416.41077797928,0
806,Spain,Male,47,6,-7305.5444687107965,0,1,0,-2808.725792098183,0
466,Spain,Female,30,5,-673.4520449387874,1,0,0,195905.55198514787,0
684,Spain,Female,37,10,66415.86140637269,1,1,1,135890.99637693624,1
605,Germany,Female,37,5,143058.217823976,1,1,0,26382.4685490569,0
708,France,Male,41,4,66758.72174000087,0,0,0,187494.1176064537,0
588,Germany,Male,37,5,142820.17621988175,2,1,1,10814.355992239962,0
570,Spain,Female,57,5,2110.4721178711675,1,0,0,81039.3364249547,0
621,France,Male,30,1,15138.437886771315,4,0,0,145549.93603548006,0
771,France,Male,35,8,77752.29531778878,0,0,0,53442.23446595002,0
659,Spain,Female,42,4,89092.43429901794,0,0,1,49419.35306832606,0
737,France,Male,57,11,-6901.217703554363,1,0,0,50884.35436117958,0
794,France,Female,20,11,-4636.5368989603485,1,1,0,200573.1990243911,0
843,France,Male,38,8,139605.28394619134,1,0,1,212661.1952182159,0
697,Spain,Male,29,4,97994.0291203892,2,1,0,94434.07632111415,0
529,Spain,Male,33,3,109660.9791454321,0,1,0,120701.68200452777,0
711,France,Female,30,5,2948.509697143692,2,0,1,178412.21786925424,0
748,Germany,Male,33,4,156045.5545121432,2,0,0,201479.09773496474,0
658,Germany,Male,38,4,2400.6242592890726,1,0,0,169967.384018423,0
676,France,Male,37,8,177665.86970340658,0,1,0,190193.29480753167,0
676,Germany,Female,33,6,115968.79132972196,1,0,0,145650.85681886843,0
769,France,Male,22,7,-1267.936611534258,1,1,1,129355.22192108398,0
772,Germany,Female,60,3,7482.410210427813,2,0,1,21563.34945251408,0
722,Germany,Male,21,9,71218.85574111315,2,1,0,222409.5019028316,0
808,France,Female,27,3,-10757.364929512343,1,1,0,165905.60655212172,0
596,France,Male,25,2,8632.940939295519,1,1,1,41929.864880482855,0
792,France,Male,47,8,107503.07414171935,0,1,0,84537.63988774549,0
488,Spain,Female,41,2,-1908.4583770971954,0,1,0,198679.9897342614,0
699,France,Male,28,7,13482.046530922555,1,0,0,128115.16568993047,1
697,Spain,Male,21,5,77654.83023104197,1,1,0,54609.89783758207,0
630,Spain,Female,52,7,208867.9447938447,0,0,0,211645.24400981408,1
664,France,Female,41,2,171276.2508529015,0,0,1,60665.93324108145,0
902,France,Male,27,10,-3188.884786126367,2,0,0,173732.96676493812,1
772,France,Female,31,3,141533.0446525577,1,1,1,74826.66906216819,0
772,Germany,Female,23,4,60990.78552456861,1,1,0,43042.087100742254,0
712,Germany,Male,44,9,79728.07568255937,1,1,0,100661.26418289679,0
878,Spain,Male,36,8,122192.98938951702,0,0,0,83848.49859302865,0
706,France,Female,18,9,75428.71367135437,1,0,0,105762.90663667159,0
859,France,Male,35,3,109827.22513810948,1,0,0,168117.7662160131,0
548,France,Female,28,3,122119.33660060308,2,1,0,90434.07151639022,1
504,Spain,Male,25,7,100895.10279355524,2,1,0,194095.424253231,0
526,Spain,Male,27,8,79373.9017061205,1,1,0,89779.11120884522,0
743,France,Male,46,11,-4828.8575984294675,1,1,0,76088.21290239373,0
441,Germany,Male,20,8,-535.0300889378432,0,0,0,130512.0241645324,0
656,Spain,Female,38,9,138706.39480197596,1,0,0,60768.24648082664,0
598,Germany,Female,32,9,-10824.203614811335,1,1,0,92363.56144291778,0
606,Spain,Male,67,2,-8122.7460859937455,0,1,0,132274.5924668992,0
771,France,Female,25,10,-6863.621881186824,1,0,0,173191.08346110868,0
811,France,Female,32,6,-10261.337604508946,1,0,0,166080.09482888924,0
563,Germany,Female,32,3,104546.66124154213,1,0,0,173299.4605999055,0
754,France,Female,65,8,55988.74548081323,0,1,0,195466.77135461004,0
726,France,Female,48,4,5310.959715514594,1,1,1,120289.88626519876,0
525,France,Female,34,2,57499.29869910368,0,1,1,53697.35189989679,0
731,Germany,Male,79,0,-9904.084731520432,0,1,1,148067.39932405693,0
807,France,Male,31,5,136914.8931349261,2,0,1,163865.2071208041,0
485,France,Male,38,5,183225.01915688973,1,0,1,59181.82807940595,0
779,Spain,Female,23,4,-810.0729018789352,1,1,0,143554.4261360346,0
578,France,Male,43,4,95702.31491319547,0,0,1,76220.28117289499,0
857,Spain,Female,35,1,191985.54983474544,1,1,1,65721.46600303365,0
774,France,Female,27,8,98289.48738911189,2,1,0,121334.93320214833,0
692,Germany,Male,30,3,-8188.0644025903475,1,1,1,192622.17195944805,0
509,Germany,Female,37,5,8976.569907794988,2,1,0,115494.7746289062,0
569,France,Male,43,10,-3344.0246219420715,0,1,0,120433.81433484849,0
938,Germany,Female,37,2,-6115.045116629451,1,0,0,77947.8406407649,0
688,Spain,Male,43,2,83547.45970949472,1,1,0,174147.12170891667,0
562,France,Female,31,10,108894.51713931728,0,0,0,55844.16950960355,0
522,Spain,Female,47,2,346.8691658326673,2,0,0,72355.26876533098,0
587,Germany,Female,35,10,-5857.788225317807,1,1,0,82897.73571036759,0
814,Spain,Female,29,2,-450.0512661213667,1,0,0,98195.97566301808,0
610,Spain,Male,72,9,184686.04549816606,0,1,0,72870.31694394359,0
811,Germany,Male,51,11,3900.1432406969557,1,1,1,162207.0646845372,0
800,France,Male,34,8,41989.00730684391,0,1,0,159129.41217023387,1
717,Germany,Male,19,11,90521.8334596767,2,1,0,193239.21341478347,0
697,Spain,Male,38,1,1623.322313903662,1,0,0,157329.9602483239,0
775,Germany,Female,17,10,-1377.0921735990482,2,0,1,194220.73613052873,0
693,Germany,Male,21,4,177997.04096501193,0,0,0,-29600.117740891405,0
675,France,Female,49,5,6706.107199188799,2,0,0,199104.0156418234,0
571,France,Female,25,9,102375.5560518556,0,1,0,174424.74632048875,0
680,France,Female,35,7,-683.9897917116532,0,1,1,105440.88240512261,0
569,Germany,Male,31,9,134359.37068179637,2,1,0,24997.020810660164,1
773,Germany,Female,50,8,111941.03526240203,1,0,0,-11411.021822498078,1
612,France,Male,35,3,8185.245203482051,2,1,0,203088.18633313983,0
773,France,Male,25,4,80036.52074770078,0,0,0,112241.00716039323,0
626,Spain,Female,22,2,-844.5738889837105,2,1,0,132721.33562268305,0
831,Spain,Male,29,7,-5149.45338760342,2,1,0,170110.48785797344,0
864,France,Male,21,2,82914.9836599625,1,1,1,48790.930593269004,0
876,Spain,Female,56,8,103241.67582415932,1,1,0,88369.86175367597,0
725,France,Male,25,8,6800.322527671021,1,0,0,214169.62608830223,0
616,Germany,Male,39,9,147617.677265534,0,0,0,53668.26358062541,0
689,France,Female,39,2,124764.2990720083,2,0,0,52479.04958258399,0
718,France,Female,30,3,9289.73271382295,0,0,1,157172.70977917954,0
855,France,Male,34,7,92639.03073713806,1,1,0,125929.36595763499,0
663,Spain,Male,42,9,-1299.9448756626648,1,0,0,210900.44712654763,0
747,France,Female,42,9,137659.47140928177,2,1,0,177586.43256510765,0
696,Germany,Female,52,5,-2080.9220356427263,0,0,1,175267.00759469942,0
608,Germany,Male,30,8,6950.623888593248,1,1,1,141918.28696839337,0
628,France,Male,28,3,106875.68702085977,1,0,0,163989.99141371055,0
500,Germany,Female,48,9,141.19953163188336,0,1,1,159300.39870748142,0
618,France,Female,28,4,163977.77625023416,1,0,0,144571.1936305693,1
859,Spain,Male,27,9,111779.64108444199,1,1,0,30988.315341602054,0
723,Germany,Female,48,4,-513.0032704877829,2,0,1,142538.03475509956,0
753,Spain,Female,71,0,6101.159309463237,0,1,1,173750.645902974,0
687,France,Female,27,7,-1680.9523369845967,2,1,1,184573.03645243286,0
645,France,Female,46,8,1121.7751311597067,0,0,1,137087.38822784874,0
715,Germany,Female,47,7,7256.872800748348,1,0,0,216812.03018922667,0
770,France,Female,47,8,146675.1987750511,0,1,0,181484.391940589,0
622,Germany,Female,20,0,-6028.980115144165,1,1,1,180377.37378933025,0
679,Germany,Male,37,7,148617.03741900084,0,1,0,175233.09106778743,0
712,Spain,Female,28,4,29.04919482037323,1,0,1,65663.08138307912,0
759,France,Female,21,0,-7401.673548007216,2,1,0,111075.82353943588,0
601,Germany,Male,47,4,1484.8217127507944,1,1,0,125159.16417693623,0
833,Germany,Female,29,4,1614.8955562335648,1,1,0,176449.66826698766,0
941,Germany,Male,45,8,163428.60384687787,0,1,1,56124.39162938186,0
587,France,Male,37,4,121817.2283500881,3,1,0,104461.60689659746,0
734,France,Female,42,8,107439.76682247818,0,1,0,178445.69469793077,0
593,Spain,Female,19,9,72167.90265764776,1,0,0,76418.42989290645,0
800,France,Female,45,4,128921.33692140991,2,0,1,50041.80608421209,0
701,Germany,Female,32,3,-2763.2481554903393,1,1,0,130386.63677578681,0
508,Spain,Male,28,2,8523.652634220824,1,1,1,196586.15554913867,0
687,France,Female,32,0,1816.2987544605865,1,0,0,-4632.389429958206,0
714,Spain,Female,32,10,104920.57601691167,2,1,1,192094.01388260635,0
694,Germany,Female,39,7,148232.56435453324,0,0,1,157956.1951252679,1
679,Spain,Male,23,10,-8594.987864929968,1,0,0,201954.87343222895,0
607,France,Female,31,10,-2190.626393896882,1,0,0,95157.27170079344,0
739,Germany,Male,38,4,75990.11437769081,1,1,1,175857.09471485886,0
708,Germany,Female,24,5,-3709.8086958640724,1,0,0,161947.81947351448,0
775,Spain,Male,42,6,110637.38875607676,0,0,0,57710.93308467875,0
365,Spain,Male,39,4,102021.18452524392,0,0,0,81427.37708594279,0
701,Germany,Male,21,11,127350.10831941795,1,0,0,45943.88662538816,0
660,France,Female,27,8,-827.1646197816644,0,0,0,47546.88839684598,0
532,Germany,Female,14,1,236393.18195374394,1,1,0,114495.25839706094,0
802,Spain,Male,24,8,135596.08968866902,2,1,1,158813.56502594962,0
895,France,Male,27,8,95019.17577506605,2,1,0,108027.91690006874,0
646,Germany,Male,34,2,102855.05650529821,0,1,1,128926.95720848712,0
558,Germany,Female,20,5,3582.7670558339464,2,1,0,90960.52582575836,0
546,France,Female,18,1,150109.68975088396,0,1,1,51866.84483401608,0
602,Spain,Female,31,3,123334.23797589462,1,1,0,164361.60866213113,0
669,Germany,Female,19,10,7361.658162730815,2,0,0,101820.37548708181,0
613,France,Male,24,8,134119.42825608535,1,0,0,165056.743124437,0
